,Life expectancy,Adult Mortality,Alcohol,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 1-19 years,Schooling,Status_Encoded
210,75.2,11.0,8.74,91.0,0,53.0,0,91.0,7.57,91.0,0.1,15472.7814,1396923.0,3.8,15.3,0
209,75.4,1.0,8.82,94.0,0,53.7,0,95.0,7.47,94.0,0.1,15359.66971,1396923.0,3.8,15.3,0
208,75.5,98.0,8.82,97.0,0,54.5,0,97.0,7.47,97.0,0.1,15557.8381,1396923.0,3.8,15.3,0
239,68.0,247.0,12.98,9.0,21,54.4,1,99.0,6.13,99.0,0.1,1276.28834,997961.0,2.7,13.1,0
238,67.7,254.0,10.74,93.0,45,54.9,1,99.0,6.62,99.0,0.1,1244.373185,9928549.0,2.6,13.3,0
237,67.2,262.0,12.23,99.0,14,55.3,1,99.0,6.47,99.0,0.1,1479.383142,9865548.0,2.5,13.6,0
236,67.7,253.0,11.17,56.0,21,55.8,1,53.0,6.59,9.0,0.1,1819.525644,9796749.0,2.5,13.9,0
235,68.2,247.0,12.05,99.0,2,56.2,1,99.0,6.59,99.0,0.1,2378.33927,973146.0,2.4,14.1,0
234,68.1,252.0,11.01,99.0,1,56.7,1,98.0,6.89,99.0,0.1,3126.71767,9663915.0,2.3,14.4,0
233,68.9,243.0,12.6,98.0,149,57.2,1,97.0,6.34,99.0,0.1,3848.215966,964924.0,2.2,14.6,0
232,69.8,226.0,14.22,91.0,1,57.7,1,9.0,6.44,95.0,0.1,4735.484827,956953.0,2.2,14.9,0
231,70.0,224.0,14.67,98.0,0,58.2,1,98.0,5.95,97.0,0.1,6376.183153,9527985.0,2.1,15.1,0
230,70.0,226.0,14.09,98.0,0,58.7,1,98.0,6.9,96.0,0.1,5176.172649,956765.0,2.1,15.4,0
229,73.0,222.0,14.44,96.0,1,59.3,1,99.0,5.55,98.0,0.1,63.38877,949583.0,2.0,15.5,0
228,72.0,232.0,17.31,98.0,50,59.9,1,98.0,4.92,98.0,0.1,6519.71753,9473172.0,2.0,15.5,0
227,71.9,194.0,16.35,97.0,10,6.5,1,98.0,5.1,98.0,0.1,694.243915,9464495.0,2.0,15.6,0
226,71.7,23.0,14.66,98.0,16,61.1,1,98.0,6.7,98.0,0.1,7978.825443,9465997.0,2.0,15.7,0
225,72.0,199.0,13.94,97.0,64,61.7,0,97.0,5.69,97.0,0.1,8318.429294,9474511.0,1.9,15.7,0
224,72.3,196.0,13.94,99.0,2,62.3,0,99.0,5.69,99.0,0.1,5949.11677,9489616.0,1.9,15.6,0
255,77.6,11.0,11.21,9.0,0,58.1,1,96.0,8.12,95.0,0.1,2327.4591,125125.0,0.8,18.0,1
254,78.0,1.0,11.01,9.0,83,58.5,1,96.0,8.29,95.0,0.1,23121.56635,128657.0,0.8,18.2,1
253,78.0,99.0,11.29,9.0,0,59.0,1,96.0,8.46,95.0,0.1,2552.3328,1332785.0,0.8,18.8,1
252,78.3,95.0,11.28,64.0,44,59.4,1,96.0,9.3,95.0,0.1,3743.95693,1376133.0,0.8,18.6,1
251,78.8,91.0,12.05,64.0,61,59.8,1,96.0,9.32,95.0,0.1,35589.71295,1421137.0,0.8,18.8,1
250,78.9,89.0,12.27,77.0,26,6.2,1,97.0,9.24,97.0,0.1,36967.28292,1478617.0,0.8,15.7,1
249,79.4,85.0,10.98,94.0,15,6.6,1,99.0,9.17,98.0,0.1,38852.3613,1547958.0,0.8,15.7,1
248,79.5,86.0,10.25,94.0,64,6.9,1,99.0,9.25,98.0,0.1,4443.83131,16257.0,0.8,15.8,1
247,79.5,87.0,10.47,98.0,98,61.3,1,99.0,9.6,99.0,0.1,48424.58927,179973.0,0.8,15.8,1
246,79.8,85.0,10.05,97.0,33,61.6,1,98.0,1.39,98.0,0.1,4488.5615,1796493.0,0.9,15.8,1
245,80.0,81.0,10.22,97.0,40,61.9,1,98.0,1.17,98.0,0.1,4438.23741,1895586.0,0.9,15.9,1
244,83.0,8.0,10.11,97.0,576,62.3,1,98.0,1.42,98.0,0.1,4772.77415,1147744.0,0.9,16.1,1
243,83.0,78.0,10.08,98.0,109,62.6,1,99.0,1.54,99.0,0.1,4474.5717,11128246.0,0.9,16.2,1
242,87.0,77.0,11.77,98.0,39,63.0,1,99.0,1.57,99.0,0.1,4651.38647,11182817.0,1.0,16.3,1
241,89.0,76.0,12.6,98.0,70,63.4,1,99.0,1.59,99.0,0.1,47439.39684,112957.0,1.0,16.3,1
240,81.1,74.0,12.6,98.0,47,63.7,1,99.0,1.59,99.0,0.1,4356.875,11274196.0,1.0,16.6,1
270,68.2,21.0,4.9,96.0,0,41.4,0,96.0,4.5,96.0,0.4,3419.275719,254984.0,3.7,11.8,0
269,68.5,199.0,4.99,97.0,0,42.0,0,93.0,4.38,89.0,0.1,3556.561825,26226.0,3.7,11.9,0
268,68.4,21.0,5.67,96.0,0,42.6,0,95.0,4.53,96.0,1.5,3679.99523,26913.0,3.6,12.2,0
267,68.7,197.0,6.2,97.0,0,43.2,0,97.0,4.39,97.0,0.8,3831.53819,27689.0,3.6,12.5,0
266,69.0,191.0,6.25,96.0,0,43.8,0,96.0,4.45,96.0,0.8,3933.332215,283277.0,3.6,12.8,0
265,69.4,184.0,6.48,98.0,0,44.4,0,98.0,4.4,98.0,0.6,4187.3783,29747.0,3.6,12.3,0
264,69.6,181.0,7.24,96.0,0,45.0,0,97.0,4.76,96.0,0.6,4324.876427,29847.0,3.5,12.8,0
263,69.6,181.0,7.22,94.0,0,45.7,0,94.0,5.9,94.0,0.1,447.22796,36165.0,3.5,12.8,0
262,69.5,184.0,6.85,97.0,0,46.3,0,98.0,5.81,97.0,0.3,4258.788611,313929.0,3.5,12.7,0
261,69.5,186.0,6.76,96.0,0,47.0,0,96.0,5.85,96.0,0.2,4344.15177,32168.0,3.5,12.4,0
260,69.4,188.0,6.64,95.0,0,47.8,0,95.0,5.61,95.0,0.5,4516.24675,329192.0,3.5,12.4,0
259,69.4,189.0,6.66,98.0,0,48.5,0,98.0,5.45,98.0,0.1,4673.63848,33671.0,3.5,12.5,0
258,69.8,18.0,6.56,95.0,0,49.3,0,95.0,5.79,95.0,0.2,4688.538443,344181.0,3.4,12.9,0
257,70.0,177.0,6.58,95.0,0,5.1,0,95.0,5.79,95.0,0.2,4852.223666,351694.0,3.4,12.8,0
256,71.0,175.0,6.58,94.0,0,5.9,0,94.0,5.79,94.0,0.2,4849.997495,359288.0,3.5,12.8,0
287,55.4,279.0,1.34,91.0,4244,18.4,40,78.0,4.34,78.0,2.0,374.1923942,6865951.0,9.7,6.4,0
286,55.5,281.0,1.29,91.0,5859,18.8,40,77.0,4.69,76.0,2.1,378.73654,776733.0,9.5,6.6,0
285,55.6,283.0,1.23,15.0,1588,19.2,40,76.0,4.27,75.0,2.1,418.6985763,7295394.0,9.3,7.3,0
284,55.8,285.0,1.35,73.0,217,19.7,40,75.0,4.63,73.0,2.1,519.2922847,752555.0,9.1,7.7,0
281,56.8,284.0,1.19,74.0,176,21.0,39,76.0,4.75,74.0,2.0,625.8392,8216896.0,8.5,8.7,0
280,57.1,283.0,1.12,82.0,341,21.5,39,82.0,4.55,82.0,2.0,76.535419,8454791.0,8.3,8.9,0
279,57.6,278.0,1.28,75.0,928,22.0,39,77.0,4.2,75.0,1.8,82.1513498,8696916.0,8.1,9.1,0
278,58.4,259.0,1.16,79.0,1461,22.5,39,9.0,4.46,79.0,1.6,793.45243,894476.0,7.9,9.3,0
277,58.7,254.0,1.33,76.0,392,23.0,39,77.0,4.95,76.0,1.4,757.695974,9199259.0,7.8,9.5,0
276,59.1,251.0,1.4,75.0,426,23.5,39,77.0,5.37,75.0,1.4,825.9427854,94682.0,7.6,9.8,0
275,59.3,251.0,0.01,9.0,288,24.1,39,9.0,4.86,9.0,1.3,837.9551,972916.0,7.4,10.0,0
274,59.5,251.0,0.01,77.0,637,24.6,39,73.0,4.59,77.0,1.2,915.2674586,14451.0,7.2,10.3,0
273,59.7,252.0,0.01,78.0,786,25.2,39,74.0,4.59,78.0,1.1,943.686575,1286712.0,7.1,10.7,0
272,60.0,249.0,0.01,82.0,55,25.7,39,78.0,4.59,82.0,1.0,783.94791,1575952.0,6.9,10.7,0
303,62.0,312.0,0.17,98.0,418,13.9,1,98.0,6.91,92.0,0.1,765.8632358,573416.0,19.2,7.3,0
302,61.7,29.0,0.14,89.0,756,14.4,1,88.0,5.91,88.0,0.1,87.9387673,5896.0,18.9,7.6,0
301,62.5,282.0,0.29,83.0,27,14.9,1,89.0,7.75,86.0,0.1,885.6382245,66399.0,18.6,8.0,0
300,63.3,273.0,0.52,95.0,0,15.5,1,96.0,4.9,95.0,0.2,997.7417141,623434.0,18.3,8.4,0
299,64.2,263.0,0.96,89.0,3,16.1,1,9.0,4.41,89.0,0.3,197.45788,64282.0,18.0,8.8,0
298,65.0,254.0,0.73,95.0,11,16.7,1,95.0,5.28,95.0,0.3,1247.61392,656639.0,17.8,9.2,0
297,65.8,245.0,0.29,95.0,2,17.4,1,96.0,5.27,95.0,0.3,1335.45696,672228.0,17.5,9.6,0
296,66.5,238.0,0.16,95.0,11,18.0,1,93.0,5.88,95.0,0.3,1741.142552,686958.0,17.3,10.1,0
295,67.0,234.0,0.21,96.0,7,18.8,1,96.0,6.58,96.0,0.4,1795.18137,795.0,17.1,10.5,0
294,67.4,232.0,0.17,93.0,6,19.5,1,93.0,6.3,93.0,0.4,177.234497,714458.0,16.8,10.9,0
292,68.3,225.0,0.23,95.0,10,21.1,1,95.0,4.73,95.0,0.5,2458.45976,7451.0,16.3,11.9,0
291,68.7,223.0,0.01,97.0,1,21.9,1,97.0,3.7,97.0,0.6,2422.816,752967.0,16.1,12.3,0
290,69.1,219.0,0.01,97.0,0,22.7,1,97.0,3.83,97.0,0.6,235.882889,764961.0,15.9,12.6,0
289,69.4,216.0,0.01,99.0,0,23.6,1,98.0,3.57,99.0,0.5,2522.7968,776448.0,15.7,12.5,0
288,69.8,211.0,0.01,99.0,11,24.5,0,98.0,3.57,99.0,0.5,2613.645177,787386.0,15.4,12.5,0
319,62.6,243.0,2.32,77.0,122,42.6,20,74.0,5.67,75.0,0.1,1228.829749,1396923.0,1.5,13.3,0
318,63.3,238.0,2.2,77.0,0,43.3,19,71.0,6.31,71.0,0.1,1228.829749,1396923.0,1.5,13.7,0
317,63.9,234.0,2.26,77.0,0,44.0,18,76.0,6.53,77.0,0.1,1228.829749,1396923.0,1.4,14.0,0
316,64.5,23.0,2.37,9.0,0,44.7,17,82.0,5.3,88.0,0.2,1228.829749,1396923.0,1.4,14.4,0
315,65.1,226.0,2.66,84.0,0,45.4,16,84.0,5.22,84.0,0.2,1228.829749,1396923.0,1.4,14.6,0
314,65.7,222.0,2.86,85.0,0,46.0,16,84.0,5.67,85.0,0.2,1228.829749,1396923.0,1.3,14.4,0
313,66.2,219.0,3.23,83.0,0,46.7,15,82.0,5.19,83.0,0.2,1228.829749,1396923.0,1.3,14.3,0
312,66.8,216.0,3.47,84.0,0,47.3,14,85.0,4.96,84.0,0.2,1228.829749,1396923.0,1.3,14.1,0
311,67.4,211.0,3.77,88.0,0,48.0,13,87.0,5.0,88.0,0.2,1228.829749,1396923.0,1.3,14.0,0
310,68.0,27.0,3.87,93.0,0,48.6,12,92.0,5.76,93.0,0.2,1228.829749,1396923.0,1.2,13.8,0
309,68.7,22.0,3.95,91.0,0,49.3,12,9.0,5.44,91.0,0.2,1228.829749,1396923.0,1.2,13.8,0
308,69.3,198.0,3.93,95.0,0,49.9,11,95.0,5.49,95.0,0.2,1228.829749,1396923.0,1.2,13.8,0
307,69.8,194.0,3.89,93.0,0,5.6,11,93.0,5.56,93.0,0.1,1228.829749,1396923.0,1.2,13.8,0
306,71.0,192.0,3.78,94.0,0,51.2,10,95.0,5.96,94.0,0.1,1228.829749,1396923.0,1.2,13.8,0
305,74.0,189.0,3.62,98.0,0,51.9,10,99.0,6.33,98.0,0.1,1228.829749,1396923.0,1.2,13.8,0
304,77.0,186.0,3.62,99.0,0,52.6,10,99.0,6.33,99.0,0.1,1228.829749,1396923.0,1.2,13.8,0
335,74.6,116.0,3.64,91.0,43,47.6,0,87.0,7.9,85.0,0.1,1461.7552,376676.0,3.3,0.0,0
334,74.9,113.0,3.85,91.0,0,48.2,0,92.0,7.16,91.0,0.1,1524.41222,3771284.0,3.2,11.6,0
333,75.4,11.0,3.84,91.0,28,48.8,0,86.0,7.1,9.0,0.1,1761.537647,377587.0,3.1,11.9,0
332,75.2,12.0,4.14,91.0,18,49.4,0,87.0,7.94,87.0,0.1,2214.732246,3779247.0,3.0,12.1,0
331,75.5,99.0,4.25,36.0,28,49.9,0,87.0,9.4,84.0,0.1,265.642661,3781287.0,3.0,12.3,0
330,75.0,12.0,4.56,93.0,23,5.5,0,95.0,8.5,93.0,0.1,2968.41186,378153.0,2.9,12.5,0
329,75.7,1.0,4.82,9.0,17,51.0,0,91.0,8.28,87.0,0.1,344.321698,3779468.0,2.9,12.7,0
328,75.4,16.0,5.16,94.0,166,51.5,0,95.0,8.37,95.0,0.1,418.292176,3774.0,2.8,12.9,0
327,76.0,98.0,5.13,88.0,8,52.1,0,92.0,8.58,91.0,0.1,575.31664,3763599.0,2.8,13.1,0
326,76.1,97.0,4.75,9.0,22,52.6,0,9.0,9.64,9.0,0.1,4697.89732,3746561.0,2.7,13.3,0
325,76.4,94.0,4.54,89.0,45,53.1,0,9.0,9.58,89.0,0.1,4611.47298,372284.0,2.6,13.3,0
324,76.9,92.0,4.64,88.0,10,53.7,0,89.0,9.71,88.0,0.1,55.156834,3688865.0,2.6,13.4,0
323,76.8,92.0,4.61,92.0,22,54.2,0,87.0,9.94,92.0,0.1,4716.673325,36482.0,2.5,13.9,0
322,77.0,9.0,4.12,91.0,0,54.7,0,87.0,9.46,89.0,0.1,535.86555,364999.0,2.4,14.2,0
321,77.2,89.0,4.03,89.0,3000,55.3,0,86.0,9.57,86.0,0.1,5193.94932,35662.0,2.4,14.2,0
320,77.4,88.0,4.03,82.0,1677,55.8,0,74.0,9.57,82.0,0.1,4574.9787,3535961.0,2.3,14.2,0
351,47.8,399.0,5.37,86.0,2672,29.9,4,97.0,4.64,97.0,8.6,3349.68823,172834.0,12.3,11.7,0
349,46.0,399.0,6.41,88.0,7,31.1,4,97.0,6.47,97.0,8.6,355.618382,1779953.0,11.4,11.9,0
348,46.4,399.0,5.51,9.0,59,31.6,4,96.0,4.65,96.0,8.6,4163.6596,184339.0,1.9,11.8,0
347,48.1,399.0,4.9,91.0,1,32.2,4,96.0,5.56,96.0,8.6,4896.583835,182933.0,1.5,11.8,0
346,51.7,399.0,6.37,92.0,5,32.7,3,96.0,5.62,96.0,8.6,5351.253732,1855852.0,1.0,11.9,0
345,54.8,399.0,6.45,93.0,6,33.2,3,96.0,4.93,96.0,8.6,5374.554867,1884238.0,9.6,11.9,0
344,56.9,399.0,6.21,93.0,1,33.7,3,96.0,4.71,96.0,8.6,5714.47937,1914414.0,9.2,12.1,0
343,57.5,399.0,6.56,94.0,0,34.2,3,96.0,5.55,96.0,8.6,5623.379566,1946351.0,8.8,12.1,0
342,59.2,393.0,5.01,94.0,184,34.7,3,96.0,6.39,96.0,8.6,5185.729845,1979882.0,8.4,12.2,0
341,61.1,349.0,5.99,95.0,853,35.2,3,96.0,5.64,95.0,6.2,6346.15624,214866.0,8.0,12.3,0
340,62.2,325.0,5.76,95.0,8,35.7,3,96.0,5.25,95.0,5.5,7645.21469,251339.0,7.7,12.4,0
339,63.4,3.0,0.01,95.0,7,36.2,3,96.0,6.27,95.0,4.4,729.231453,289315.0,7.3,12.5,0
338,64.2,286.0,0.01,95.0,1,36.8,2,96.0,5.84,95.0,2.8,77.625783,212857.0,7.0,12.6,0
337,65.1,268.0,0.01,95.0,1,37.3,2,96.0,5.41,95.0,2.3,7497.762376,2168573.0,6.7,12.6,0
336,65.7,256.0,0.01,95.0,0,37.9,2,96.0,5.41,95.0,2.2,6532.651,229197.0,6.4,12.6,0
367,75.0,183.0,7.26,94.0,36,43.7,127,99.0,7.3,98.0,0.1,3739.11936,175287587.0,3.4,14.1,0
366,71.0,179.0,7.13,91.0,1,44.5,118,99.0,7.19,98.0,0.1,3146.95177,1777567.0,3.4,14.3,0
365,71.4,176.0,7.0,92.0,1,45.3,109,99.0,7.13,99.0,0.1,2819.649531,1815121.0,3.3,14.6,0
364,71.8,172.0,6.95,97.0,2,46.1,100,99.0,6.94,99.0,0.1,359.587582,182482149.0,3.3,14.8,0
363,72.0,17.0,6.85,96.0,0,46.9,93,99.0,7.7,99.0,0.1,3623.47667,184738458.0,3.2,14.0,0
362,72.7,163.0,6.97,98.0,6,47.8,85,99.0,8.27,99.0,0.1,477.182746,186917361.0,3.2,13.8,0
361,73.0,161.0,7.1,99.0,57,48.6,79,99.0,8.36,99.0,0.1,586.145975,18912412.0,3.1,13.8,0
360,73.3,159.0,7.19,99.0,0,49.4,73,99.0,8.28,99.0,0.1,7313.557962,19126637.0,3.1,13.5,0
359,73.4,158.0,7.21,96.0,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,13.3,0
358,73.6,157.0,7.33,99.0,0,51.1,64,99.0,8.65,99.0,0.1,8553.3847,194895996.0,3.0,13.8,0
357,73.8,154.0,7.52,96.0,68,52.0,61,99.0,8.27,99.0,0.1,11224.1548,196796269.0,2.9,13.8,0
356,74.1,152.0,7.58,98.0,43,52.8,57,98.0,8.9,99.0,0.1,13167.47289,198686688.0,2.9,14.0,0
355,74.5,148.0,7.55,96.0,2,53.6,54,96.0,8.26,95.0,0.1,12291.46685,256983.0,2.8,14.2,0
354,74.7,146.0,7.24,96.0,220,54.5,52,96.0,8.48,97.0,0.1,12216.9446,2248632.0,2.8,14.2,0
353,74.8,144.0,7.32,96.0,876,55.3,49,96.0,8.32,93.0,0.1,1226.61731,24213133.0,2.7,15.2,0
352,75.0,142.0,7.32,96.0,214,56.1,47,98.0,8.32,96.0,0.1,8757.2622,2596218.0,2.7,15.2,0
383,74.4,16.0,0.37,99.0,42,26.1,0,99.0,3.5,99.0,0.1,188.44826,1396923.0,6.8,13.4,0
382,74.7,19.0,0.47,99.0,11,27.0,0,99.0,3.6,97.0,0.1,16468.12886,1396923.0,6.8,13.4,0
381,74.8,95.0,0.13,99.0,0,28.0,0,99.0,3.4,94.0,0.1,16846.2198,1396923.0,6.7,13.3,0
380,76.0,89.0,0.12,99.0,24,29.1,0,99.0,3.9,92.0,0.1,18555.56649,1396923.0,6.6,13.4,0
378,76.2,92.0,0.16,99.0,9,31.2,0,93.0,2.62,94.0,0.1,2612.13345,1396923.0,6.4,14.1,0
377,76.3,93.0,0.67,99.0,0,32.2,0,94.0,2.24,97.0,0.1,398.96692,1396923.0,6.3,14.3,0
376,76.0,1.0,0.85,97.0,0,33.2,0,95.0,2.32,99.0,0.1,32672.36717,1396923.0,6.2,14.3,0
375,77.2,84.0,0.67,96.0,3,34.2,0,97.0,2.23,98.0,0.1,37951.286,1396923.0,6.1,14.2,0
374,76.8,88.0,0.25,96.0,2,35.2,0,99.0,2.85,99.0,0.1,27965.4754,1396923.0,6.0,14.1,0
373,76.9,79.0,0.88,96.0,0,36.2,0,99.0,2.73,95.0,0.1,35268.1117,1396923.0,5.9,14.2,0
372,77.4,79.0,0.97,93.0,4,37.2,0,99.0,2.25,97.0,0.1,4717.273,1396923.0,5.9,14.1,0
371,78.3,79.0,0.01,99.0,1,38.2,0,99.0,2.3,99.0,0.1,47651.2599,1396923.0,5.8,14.4,0
370,77.1,84.0,0.01,98.0,0,39.2,0,99.0,2.61,99.0,0.1,44597.27968,1396923.0,5.8,14.9,0
368,77.7,78.0,0.01,99.0,4,41.2,0,99.0,2.65,99.0,0.1,3967.8951,1396923.0,5.7,14.9,0
399,71.1,163.0,9.69,94.0,46,57.0,1,94.0,6.7,93.0,0.1,169.28586,817172.0,2.5,12.9,1
398,71.6,16.0,10.72,93.0,8,57.5,1,94.0,7.23,94.0,0.1,1764.97387,89142.0,2.4,12.9,1
397,71.8,157.0,10.2,88.0,0,58.1,1,94.0,7.41,93.0,0.1,287.534843,7837161.0,2.4,12.9,1
396,72.0,155.0,11.19,96.0,0,58.6,1,96.0,7.43,96.0,0.1,271.46824,7775327.0,2.3,12.9,1
395,72.2,157.0,10.96,94.0,0,59.1,1,94.0,7.9,95.0,0.1,3381.57837,771686.0,2.3,13.3,1
394,72.1,16.0,10.48,96.0,3,59.7,1,97.0,7.8,96.0,0.1,3893.68998,7658972.0,2.2,13.5,1
393,72.2,161.0,10.39,96.0,1,6.3,1,96.0,6.67,95.0,0.1,4513.13628,76122.0,2.2,13.5,1
392,72.6,157.0,10.89,95.0,1,6.9,1,95.0,6.41,95.0,0.1,5932.899677,7545338.0,2.1,13.5,1
391,72.9,155.0,10.98,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479,7492561.0,2.1,13.8,1
390,73.2,152.0,10.93,96.0,2249,62.1,1,94.0,6.78,94.0,0.1,6955.987733,7444443.0,2.0,13.8,1
389,73.4,147.0,10.8,95.0,10000,62.7,1,94.0,7.24,94.0,0.1,6843.263289,7395599.0,2.0,13.9,1
388,73.7,144.0,10.67,96.0,157,63.3,1,95.0,6.88,95.0,0.1,7813.83499,7348328.0,2.0,14.2,1
387,73.9,139.0,10.99,95.0,1,63.9,1,95.0,7.11,95.0,0.1,7378.25539,735888.0,1.9,14.3,1
386,74.1,14.0,12.06,95.0,14,64.5,1,95.0,7.93,95.0,0.1,7674.86559,7265115.0,1.9,14.4,1
385,74.3,138.0,12.03,95.0,0,65.1,1,88.0,8.44,88.0,0.1,7853.335191,7223938.0,1.9,14.8,1
384,74.5,137.0,12.03,92.0,0,65.7,1,91.0,8.44,91.0,0.1,6993.47736,7177991.0,1.9,15.0,1
415,51.0,348.0,3.71,91.0,6074,12.2,92,45.0,5.6,45.0,4.0,226.4759814,1167942.0,11.4,3.4,0
414,56.0,344.0,4.56,91.0,4174,12.5,93,62.0,4.85,62.0,3.6,235.4912324,11944587.0,11.2,3.5,0
413,51.0,338.0,4.53,91.0,1744,12.9,93,69.0,5.26,69.0,3.2,26.7635413,122931.0,11.0,3.6,0
412,51.6,332.0,4.58,91.0,2946,13.3,92,83.0,5.61,79.0,2.9,332.344351,12654621.0,1.7,3.8,0
411,52.4,323.0,4.54,91.0,77,13.7,91,83.0,6.45,79.0,2.5,371.323865,133569.0,1.5,3.9,0
410,53.3,313.0,4.88,91.0,253,14.2,89,94.0,6.87,82.0,2.3,46.998871,1342193.0,1.3,4.3,0
409,54.3,32.0,4.73,76.0,125,14.6,86,94.0,6.58,86.0,2.0,422.6332374,13829177.0,1.0,4.7,0
408,55.3,293.0,4.58,89.0,12,15.1,83,93.0,6.63,89.0,1.7,475.11122,1425221.0,9.8,4.9,0
407,56.1,288.0,4.5,93.0,395,15.6,80,92.0,6.77,93.0,1.5,569.7612784,14689726.0,9.5,5.4,0
406,56.9,283.0,4.55,92.0,10000,16.1,77,91.0,7.41,92.0,1.1,552.7455521,1514199.0,9.3,5.9,0
405,57.5,279.0,4.55,91.0,2511,16.6,74,9.0,7.17,91.0,1.0,575.4464527,1565217.0,9.0,6.3,0
404,58.1,275.0,4.51,91.0,860,17.1,71,9.0,5.17,91.0,0.9,666.842783,168194.0,8.8,6.7,0
403,58.6,271.0,4.75,9.0,7362,17.7,68,9.0,5.33,9.0,0.8,673.8227,16571216.0,8.6,7.2,0
402,59.0,27.0,4.64,88.0,375,18.2,66,89.0,5.91,88.0,0.7,699.452847,1772723.0,8.4,7.5,0
401,59.3,268.0,0.01,91.0,343,18.8,63,91.0,4.96,91.0,0.6,75.1464113,17585977.0,8.2,7.7,0
400,59.9,26.0,0.01,91.0,99,19.4,61,91.0,4.96,91.0,0.6,615.592225,1811624.0,8.0,7.7,0
431,58.0,386.0,6.61,91.0,10000,12.8,41,71.0,4.98,9.0,5.2,135.9984455,6476.0,9.0,4.5,0
430,51.3,385.0,6.09,91.0,0,13.0,40,72.0,4.96,81.0,5.3,133.7427689,6555829.0,8.8,4.5,0
429,51.5,387.0,5.98,91.0,1016,13.3,39,74.0,5.15,81.0,5.2,122.4335893,6741569.0,8.7,4.4,0
428,51.9,387.0,5.84,91.0,224,13.5,38,75.0,5.25,82.0,5.1,112.849373,6953113.0,8.5,4.7,0
427,52.6,378.0,5.72,83.0,2,13.8,38,76.0,7.1,83.0,4.8,127.4296648,7182451.0,8.4,5.2,0
426,53.4,369.0,5.54,87.0,0,14.1,37,82.0,9.84,87.0,4.3,15.57434,7423289.0,8.2,5.6,0
425,54.1,361.0,4.5,92.0,784,14.5,36,88.0,11.49,92.0,3.8,165.8794176,7675338.0,8.1,5.9,0
424,54.8,355.0,4.54,99.0,43,14.8,36,93.0,1.3,99.0,3.4,17.79995,7939573.0,8.0,7.2,0
423,55.3,35.0,4.33,92.0,173,15.2,35,89.0,7.86,92.0,2.9,196.2472628,8212264.0,7.9,7.9,0
422,56.2,338.0,4.05,94.0,305,15.7,34,96.0,6.96,94.0,2.4,24.944652,848931.0,7.8,8.6,0
421,56.8,33.0,4.16,96.0,495,16.1,34,94.0,8.82,96.0,1.9,231.1943256,876693.0,7.7,9.3,0
420,57.4,321.0,4.16,96.0,129,16.6,33,95.0,8.58,96.0,1.5,26.479973,94358.0,7.6,9.9,0
419,58.0,312.0,0.01,96.0,49,17.1,33,96.0,8.21,96.0,1.2,265.285651,931971.0,7.5,10.3,0
418,58.6,33.0,0.01,96.0,0,17.6,32,96.0,8.3,96.0,1.0,282.7555252,96186.0,7.4,10.5,0
417,59.1,297.0,0.01,95.0,0,18.2,32,95.0,7.54,95.0,0.7,312.7489794,989179.0,7.4,10.6,0
416,59.6,288.0,0.01,94.0,9,18.7,31,94.0,7.54,94.0,0.7,33.681223,119927.0,7.3,10.6,0
463,69.9,155.0,3.49,91.0,2,21.5,0,9.0,4.81,9.0,0.8,1239.377855,43579.0,9.6,11.3,0
462,73.0,152.0,3.81,91.0,0,22.1,0,91.0,5.19,9.0,0.8,1268.884564,443716.0,9.4,11.0,0
461,77.0,148.0,3.82,9.0,0,22.6,0,92.0,5.17,91.0,0.8,1373.515636,45216.0,9.2,11.3,0
460,71.1,144.0,4.16,66.0,0,23.2,0,93.0,5.0,92.0,0.9,1768.92132,46147.0,8.9,11.3,0
459,71.4,14.0,4.19,91.0,0,23.7,0,94.0,5.6,93.0,0.8,1976.45856,467664.0,8.7,11.1,0
458,71.8,134.0,4.26,93.0,0,24.3,0,95.0,4.86,95.0,0.8,248.13459,474567.0,8.5,11.2,0
457,72.1,129.0,4.25,95.0,0,24.9,0,97.0,5.11,96.0,0.6,234.28992,48795.0,8.3,11.9,0
456,72.3,126.0,5.28,96.0,0,25.5,0,98.0,4.3,98.0,0.6,3112.285712,486438.0,8.1,11.9,0
455,72.4,124.0,4.16,98.0,0,26.2,0,99.0,3.96,99.0,0.4,3638.95946,491723.0,7.8,12.2,0
454,72.4,124.0,4.45,98.0,0,26.8,0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,12.4,0
453,72.5,123.0,4.75,98.0,0,27.5,0,99.0,4.83,99.0,0.4,3312.825985,52384.0,7.4,12.7,0
452,72.6,122.0,5.07,9.0,0,28.2,0,9.0,4.6,9.0,0.3,367.429453,5867.0,7.3,13.1,0
451,72.7,121.0,0.01,94.0,0,29.0,0,94.0,4.61,94.0,0.3,348.482762,513979.0,7.1,13.2,0
450,72.8,12.0,0.01,94.0,0,29.7,0,93.0,4.29,93.0,0.2,3558.796314,5216.0,6.9,13.6,0
448,73.3,114.0,0.01,96.0,0,31.3,0,93.0,4.76,93.0,0.2,2954.119467,532913.0,6.6,13.5,0
